1	7613
1	15890
1	38423
1	40734
1	49126
2	20343
2	35679
2	42792
2	47614
2	49382
3	28156
3	30517
3	39958
3	41029
3	42659
4	32590
4	40771
4	45306
4	47085
4	49094
5	1279
5	30586
5	37326
5	43655
5	45055
6	37277
6	42642
6	47256
6	48865
7	28014
7	28272
7	34577
7	46018
7	46952
8	19429
8	38332
8	46038
8	48049
8	49768
9	22323
9	28411
9	39198
9	47131
9	47611
10	11533
10	31289
10	32462
10	38116
10	38951
11	23105
11	26717
11	49336
11	49956
11	49974
12	37962
12	44317
12	45213
12	47731
12	49578
13	15643
13	25790
13	42050
13	49949
14	13239
14	23079
14	31542
14	36053
14	36212
15	9940
15	12590
15	37848
15	41055
15	49786
16	21420
16	25303
16	28533
16	42900
16	49794
17	8591
17	17097
17	39682
17	44147
17	46915
18	3470
18	18237
18	43410
18	44794
18	49521
19	21152
19	35542
19	44246
19	46514
19	47753
20	15854
20	38500
20	40831
20	48490
20	48659
21	11739
21	14769
21	21610
21	43041
21	44448
22	38163
22	40680
22	40728
22	43097
22	49821
23	37589
23	38808
23	48404
23	48945
23	49919
24	3729
24	32075
24	38823
24	49434
24	49802
25	18565
25	28092
25	31313
25	46048
25	49737
26	8070
26	38634
26	39439
26	42518
26	45689
27	39509
27	44558
27	46123
27	49573
27	49721
28	1958
28	8428
28	22728
28	36822
28	48278
29	998
29	8406
29	42608
29	49467
29	49573
30	3560
30	36694
30	43358
30	45050
30	47397
31	9034
31	13675
31	28694
31	32719
31	35780
32	37952
32	42971
32	48296
32	49171
32	49961
33	4390
33	36499
33	41293
33	42092
33	42600
34	17108
34	30653
34	44085
34	46175
34	48704
35	316
35	25906
35	28805
35	43084
35	47968
36	21216
36	24031
36	24752
36	41532
36	47868
37	24291
37	31742
37	32807
37	40701
37	44297
38	10949
38	14672
38	28286
38	31539
38	49843
39	21916
39	36482
39	39801
39	44951
39	46889
40	113
40	20454
40	27227
40	35064
40	47176
41	10848
41	11492
41	28339
41	35896
41	45630
42	16683
42	22330
42	25689
42	44108
42	49705
43	12164
43	27514
43	33617
43	41251
43	42344
44	10748
44	15040
44	24904
44	46281
44	49990
45	8935
45	26606
45	39956
45	44532
45	47446
46	9462
46	23328
46	40798
46	49825
46	49897
47	7017
47	23140
47	39361
47	45196
47	48783
48	13019
48	21492
48	47681
48	49978
49	8114
49	39934
49	44757
49	45581
49	48374
50	40622
50	44339
50	45368
50	45508
50	49815
51	33351
51	34676
51	46946
51	49428
51	49464
52	10732
52	22301
52	34383
52	42279
52	49191
53	12713
53	32269
53	32298
53	41431
53	48099
54	1396
54	24805
54	43067
54	45025
54	48657
55	18338
55	23709
55	28637
55	41324
55	42176
56	13218
56	32000
56	39491
56	44351
56	49160
57	7774
57	24079
57	25255
57	42689
57	48342
58	775
58	27961
58	32214
58	44229
58	49133
59	5757
59	11655
59	12095
59	35841
59	45060
60	23144
60	32230
60	36127
60	45805
60	48301
61	14268
61	15564
61	18639
61	38337
61	38835
62	34782
62	40656
62	42268
62	43890
62	48911
63	28048
63	36527
63	37412
63	40981
63	43636
64	22714
64	24455
64	47772
64	48761
64	49178
65	2417
65	32843
65	45531
65	48035
65	48433
66	1327
66	43687
66	48795
66	49517
66	49687
67	2409
67	30956
67	49239
67	49869
67	49912
68	38766
68	41599
68	43493
68	48814
68	48892
69	41781
69	43191
69	43310
69	49164
69	49749
70	17896
70	20725
70	34020
70	34862
70	48010
71	6670
71	28172
71	34343
71	37709
71	45087
72	3821
72	28694
72	34024
72	43925
72	46237
73	17696
73	23809
73	32427
73	35667
73	41514
74	13040
74	25719
74	41235
74	44202
74	49986
75	39468
75	44766
75	45213
75	47854
75	48482
76	33
76	21736
76	42044
76	45735
76	47225
77	6283
77	10701
77	22523
77	36464
77	49021
78	14386
78	32551
78	43619
78	47322
78	49643
79	18298
79	24833
79	46634
79	49175
79	49869
80	37376
80	43801
80	48210
80	49502
80	49982
81	579
81	36710
81	41012
81	48199
81	49787
82	23499
82	24887
82	30971
82	35811
82	49019
83	2826
83	27711
83	28074
83	28469
83	32077
84	5361
84	31703
84	35234
84	44221
84	46448
85	21488
85	45969
85	47480
85	48807
86	5075
86	28294
86	40220
86	44577
86	48895
87	3105
87	28825
87	30633
87	42946
87	46832
88	16542
88	31852
88	36092
88	37823
88	49261
89	993
89	11550
89	38550
89	49193
89	49476
90	30179
90	33019
90	42082
90	45519
91	38747
91	40956
91	43501
91	47470
91	47759
92	23366
92	25547
92	42091
92	45713
92	46404
93	4777
93	39599
93	39723
93	45605
93	47119
94	5766
94	20827
94	24992
94	30101
94	47052
95	24414
95	31242
95	32019
95	37406
95	42787
96	17761
96	22003
96	37787
96	42631
96	47297
97	13147
97	34465
97	48715
97	48896
97	49490
98	18717
98	29546
98	31209
98	42198
98	42520
99	3857
99	47051
99	48552
99	49859
100	4541
100	7053
100	48224
100	48894
101	17981
101	40834
101	43594
101	46158
101	47837
102	677
102	34245
102	37630
102	39440
102	46940
103	41415
103	43329
103	49543
103	49792
103	49963
104	30264
104	36193
104	36732
104	39794
104	44844
105	3563
105	23833
105	44155
105	48962
105	49108
106	2623
106	26245
106	30348
106	38937
106	48441
107	4754
107	18445
107	19886
107	43447
107	48064
108	5651
108	30667
108	44512
108	47039
108	47534
109	18485
109	24173
109	30602
109	33965
109	46620
110	12291
110	41170
110	44893
110	48776
110	49834
111	3772
111	38278
111	39051
111	42848
111	47586
112	13611
112	22362
112	37910
112	39846
112	41101
113	18460
113	44901
113	46112
113	49809
113	49960
114	22048
114	27279
114	38768
114	45367
114	47319
115	9092
115	9852
115	24434
115	37092
115	42835
116	813
116	20677
116	32022
116	36926
116	46733
117	25790
117	27252
117	44768
117	48607
117	49395
118	35555
118	38180
118	44671
118	45389
118	49052
119	22836
119	35674
119	39893
119	48269
119	48904
120	7405
120	9766
120	21334
120	26709
120	36407
121	25016
121	35678
121	36185
121	40521
121	42474
122	7572
122	20259
122	22028
122	33406
122	39053
123	12506
123	31127
123	38686
123	49357
123	49553
124	17290
124	36775
124	44531
124	49592
125	14724
125	15490
125	29380
125	45099
125	47704
126	1983
126	10812
126	22948
126	33773
127	4427
127	12096
127	21623
127	22310
127	42956
128	23606
128	35606
128	37987
128	39704
128	46306
129	5960
129	26293
129	46010
129	48478
129	48798
130	33509
130	42786
130	47217
130	49037
130	49064
131	30275
131	42916
131	48430
131	48792
131	49171
132	4759
132	22584
132	32253
132	40904
132	42043
133	8249
133	45952
133	49640
133	49668
134	7292
134	35100
134	40450
134	40966
134	48604
135	12708
135	23251
135	39353
135	46056
135	49145
136	22738
136	35823
136	44313
136	46553
136	48121
137	37510
137	43014
137	43994
137	48521
137	49626
138	4652
138	5699
138	22751
138	42059
138	48267
139	4567
139	31163
139	43870
139	48003
139	49976
140	3854
140	8249
140	8990
140	43255
140	47186
141	15122
141	29516
141	33531
141	40749
141	49364
142	8834
142	24078
142	31531
142	43209
142	48164
143	40229
143	44937
143	46039
143	48488
144	11173
144	33027
144	43691
144	44282
144	47079
145	8686
145	43744
145	46514
145	48109
145	48795
146	12995
146	25355
146	29919
146	46798
146	49002
147	23483
147	31829
147	33057
147	49075
147	49893
148	5386
148	22448
148	35968
148	46384
148	46422
149	4663
149	24386
149	33798
149	38988
149	48068
150	21468
150	24645
150	34752
150	40244
150	46278
151	13253
151	31423
151	36912
151	42631
151	47148
152	24601
152	41632
152	46362
152	46762
152	47347
153	4790
153	10693
153	12012
153	21135
153	47132
154	21359
154	42602
154	45981
154	46266
154	48019
155	7751
155	18847
155	40748
155	42996
155	49656
156	37923
156	42439
156	42833
156	46070
156	49468
157	5490
157	22162
157	43253
157	48336
157	48610
158	28666
158	36196
158	41975
158	46633
158	48631
159	12649
159	16288
159	27675
159	43001
159	49457
160	15033
160	15856
160	15911
160	28836
160	44999
161	15895
161	24178
161	26020
161	45411
161	46517
162	8043
162	20193
162	29156
162	47531
162	48528
163	14786
163	38195
163	41046
163	48055
163	48300
164	4062
164	39187
164	39953
164	42802
164	43750
165	36801
165	37346
165	37750
165	46152
165	47529
166	15973
166	44311
166	45311
166	46560
166	48961
167	25167
167	37867
167	45030
167	46036
167	46562
168	9392
168	9674
168	14224
168	36757
168	42051
169	1008
169	30993
169	43135
169	44957
169	47578
170	4674
170	18300
170	47929
170	48115
170	49461
171	17791
171	26796
171	38814
171	42869
171	49980
172	9547
172	27304
172	47465
172	48873
172	49766
173	21851
173	24594
173	24695
173	45940
173	46645
174	13110
174	35650
174	46152
174	47310
174	47529
175	41243
175	47948
175	48367
175	49402
175	49424
176	18475
176	33743
176	35839
176	41413
176	48898
177	9086
177	37789
177	44387
177	45419
177	47818
178	17347
178	21958
178	33384
178	44457
178	44549
179	37897
179	40121
179	45007
179	48806
179	49847
180	31574
180	33041
180	39959
180	44180
180	44721
181	1598
181	23509
181	44439
181	45658
181	47193
182	35149
182	37022
182	43012
182	46794
182	48323
183	9234
183	22238
183	23590
183	38790
183	39837
184	4795
184	27086
184	35038
184	42816
184	49566
185	14459
185	42113
185	42601
185	47073
185	49993
186	4617
186	37673
186	38256
186	43964
186	48614
187	12797
187	39827
187	43153
187	44528
187	45736
188	4128
188	9031
188	19778
188	22998
188	36455
189	22536
189	30439
189	37028
189	40021
189	47122
190	877
190	30512
190	43819
190	48797
190	49097
191	18038
191	25954
191	37917
191	41444
191	48994
192	31979
192	33263
192	34760
192	39994
192	44802
193	22878
193	48909
193	49192
193	49393
193	49913
194	975
194	10642
194	36671
194	44466
194	44709
195	710
195	3415
195	4451
195	25562
195	46953
196	42800
196	48048
196	49383
196	49940
197	29812
197	38338
197	39784
197	41467
197	44073
198	29278
198	37910
198	40538
198	43149
198	45551
199	2137
199	9839
199	23828
199	24543
199	41808
200	3539
200	40916
200	42538
200	43268
200	44831
201	5297
201	12947
201	27768
201	32797
201	44536
202	28192
202	33453
202	43151
202	43872
202	46080
203	26074
203	36786
203	37917
203	39077
203	39541
204	11631
204	43849
204	46562
204	46696
204	48134
205	5535
205	17757
205	17785
205	18951
205	29605
